Track,TestCase,Matcher,Label Left,Comment Left,Type Left,URI Left,Relation,Confidence (Matcher),URI Right,Label Right,Comment Right,Type Right,Residual True Positive,Evaluation Result
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""vein""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:vein,=,1.0,http://dbpedia.org/ontology/Vein,"[""Vein""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""mediatype""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:mediatype,=,1.0,http://dbpedia.org/ontology/Media,"[""Media""]",[],"[""owl:Class"",""rdfs:Class""]",true,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""zoo""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:zoo,=,1.0,http://dbpedia.org/ontology/Zoo,"[""Zoo""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""vehicle""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:vehicle,=,0.0,http://dbpedia.org/ontology/Automobile,"[""Automobile""]",[],"[""owl:Class"",""rdfs:Class""]",true,false negative
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""musicsong""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:musicsong,=,0.0,http://dbpedia.org/ontology/Song,"[""Song""]",[],"[""owl:Class"",""rdfs:Class""]",true,false negative
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""continent""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:continent,=,1.0,http://dbpedia.org/ontology/Continent,"[""Continent""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""mountain""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:mountain,=,1.0,http://dbpedia.org/ontology/Mountain,"[""Mountain""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""conference""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:conference,=,1.0,http://dbpedia.org/ontology/AcademicConference,"[""AcademicConference""]",[],"[""owl:Class"",""rdfs:Class""]",true,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""academicfield""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:academicfield,=,0.0,http://dbpedia.org/ontology/AcademicSubject,"[""AcademicSubject""]",[],"[""owl:Class"",""rdfs:Class""]",true,false negative
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""televisionnetwork""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:televisionnetwork,=,0.0,http://dbpedia.org/ontology/BroadcastNetwork,"[""BroadcastNetwork""]",[],"[""owl:Class"",""rdfs:Class""]",true,false negative
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""olympics""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:olympics,=,1.0,http://dbpedia.org/ontology/Olympics,"[""Olympics""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""earthquakeevent""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:earthquakeevent,=,1.0,http://dbpedia.org/ontology/Earthquake,"[""Earthquake""]",[],"[""owl:Class"",""rdfs:Class""]",true,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""musicalbum""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:musicalbum,=,1.0,http://dbpedia.org/ontology/Album,"[""Album""]",[],"[""owl:Class"",""rdfs:Class""]",true,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""musicartist""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:musicartist,=,0.0,http://dbpedia.org/ontology/MusicalArtist,"[""MusicalArtist""]",[],"[""owl:Class"",""rdfs:Class""]",true,false negative
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""videogame""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:videogame,=,1.0,http://dbpedia.org/ontology/VideoGame,"[""VideoGame""]",[],"[""owl:Class"",""rdfs:Class""]",true,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""ceo""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:ceo,=,1.0,http://dbpedia.org/ontology/Award,"[""Award""]",[],"[""owl:Class"",""rdfs:Class""]",false,false positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""park""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:park,=,1.0,http://dbpedia.org/ontology/Park,"[""Park""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""sport""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:sport,=,1.0,http://dbpedia.org/ontology/Sport,"[""Sport""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""weapon""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:weapon,=,1.0,http://dbpedia.org/ontology/Weapon,"[""Weapon""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""museum""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:museum,=,1.0,http://dbpedia.org/ontology/Museum,"[""Museum""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""winery""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:winery,=,1.0,http://dbpedia.org/ontology/Winery,"[""Winery""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""ethnicgroup""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:ethnicgroup,=,1.0,http://dbpedia.org/ontology/EthnicGroup,"[""EthnicGroup""]",[],"[""owl:Class"",""rdfs:Class""]",true,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""musicsong""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:musicsong,=,1.0,http://dbpedia.org/ontology/Poem,"[""Poem""]",[],"[""owl:Class"",""rdfs:Class""]",false,false positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""politicalparty""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:politicalparty,=,1.0,http://dbpedia.org/ontology/PoliticalParty,"[""PoliticalParty""]",[],"[""owl:Class"",""rdfs:Class""]",true,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""archaea""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:archaea,=,1.0,http://dbpedia.org/ontology/Archaea,"[""Archaea""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""fungus""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:fungus,=,1.0,http://dbpedia.org/ontology/Fungus,"[""Fungus""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""book""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:book,=,1.0,http://dbpedia.org/ontology/Book,"[""Book""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""writer""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:writer,=,1.0,http://dbpedia.org/ontology/Writer,"[""Writer""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""plant""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:plant,=,1.0,http://dbpedia.org/ontology/Plant,"[""Plant""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""braintissue""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:braintissue,=,0.0,http://dbpedia.org/ontology/Brain,"[""Brain""]",[],"[""owl:Class"",""rdfs:Class""]",true,false negative
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""company""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:company,=,1.0,http://dbpedia.org/ontology/Company,"[""Company""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""hotel""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:hotel,=,1.0,http://dbpedia.org/ontology/Hotel,"[""Hotel""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""newspaper""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:newspaper,=,1.0,http://dbpedia.org/ontology/Newspaper,"[""Newspaper""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""amphibian""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:amphibian,=,1.0,http://dbpedia.org/ontology/Amphibian,"[""Amphibian""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""criminal""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:criminal,=,1.0,http://dbpedia.org/ontology/Criminal,"[""Criminal""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""movie""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:movie,=,1.0,http://dbpedia.org/ontology/Film,"[""Film""]",[],"[""owl:Class"",""rdfs:Class""]",true,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""bridge""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:bridge,=,1.0,http://dbpedia.org/ontology/Bridge,"[""Bridge""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""cave""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:cave,=,1.0,http://dbpedia.org/ontology/Cave,"[""Cave""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""election""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:election,=,1.0,http://dbpedia.org/ontology/Election,"[""Election""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""trainstation""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:trainstation,=,1.0,http://dbpedia.org/ontology/RailwayStation,"[""RailwayStation""]",[],"[""owl:Class"",""rdfs:Class""]",true,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""country""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:country,=,1.0,http://dbpedia.org/ontology/Country,"[""Country""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""automobileengine""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:automobileengine,=,1.0,http://dbpedia.org/ontology/Automobile,"[""Automobile""]",[],"[""owl:Class"",""rdfs:Class""]",false,false positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""crustacean""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:crustacean,=,1.0,http://dbpedia.org/ontology/Crustacean,"[""Crustacean""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""musicfestival""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:musicfestival,=,1.0,http://dbpedia.org/ontology/MusicFestival,"[""MusicFestival""]",[],"[""owl:Class"",""rdfs:Class""]",true,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""skiarea""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:skiarea,=,1.0,http://dbpedia.org/ontology/SkiArea,"[""SkiArea""]",[],"[""owl:Class"",""rdfs:Class""]",true,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""grandprix""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:grandprix,=,0.0,http://dbpedia.org/ontology/GrandPrix,"[""GrandPrix""]",[],"[""owl:Class"",""rdfs:Class""]",true,false negative
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""beach""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:beach,=,1.0,http://dbpedia.org/ontology/Beach,"[""Beach""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""artery""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:artery,=,1.0,http://dbpedia.org/ontology/Artery,"[""Artery""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""stadiumoreventvenue""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:stadiumoreventvenue,=,0.0,http://dbpedia.org/ontology/Stadium,"[""Stadium""]",[],"[""owl:Class"",""rdfs:Class""]",true,false negative
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""wine""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:wine,=,1.0,http://dbpedia.org/ontology/Wine,"[""Wine""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""hospital""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:hospital,=,1.0,http://dbpedia.org/ontology/Hospital,"[""Hospital""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""celebrity""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:celebrity,=,1.0,http://dbpedia.org/ontology/Celebrity,"[""Celebrity""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""religion""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:religion,=,1.0,http://dbpedia.org/ontology/Religious,"[""Religious""]",[],"[""owl:Class"",""rdfs:Class""]",true,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""restaurant""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:restaurant,=,1.0,http://dbpedia.org/ontology/Restaurant,"[""Restaurant""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""sportsleague""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:sportsleague,=,0.0,http://dbpedia.org/ontology/SportsLeague,"[""SportsLeague""]",[],"[""owl:Class"",""rdfs:Class""]",true,false negative
